"id";"uen";"oficina_comercial";"cod_motivo";"motivo";"vendedor";"cod_cliente";"cliente";"rut";"domicilio";"camion";"carga";"sector";"tf";"anula_rebaja";"categoria";"fecha_factura";"facturas";"ncr";"total";"producto";"suma_de_cajas";"empresario";"fecha_subida";"fecha_real"
"103433";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"800406";"MARIA CANIO LAR";"13391116-2          ";"SITIO 28                                     ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-25";"83899255";"20779830";"15918";"1654";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103434";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"800406";"MARIA CANIO LAR";"13391116-2          ";"SITIO 28                                     ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-25";"83899255";"20779830";"15918";"1657";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103435";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"800406";"MARIA CANIO LAR";"13391116-2          ";"SITIO 28                                     ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-25";"83899255";"20779830";"15918";"4769";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103436";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96633";"800406";"MARIA CANIO LAR";"13391116-2          ";"SITIO 28                                     ";"S09";"1";"0";"CTDO EFECTIVO  ";"Anula ";"NECTARES       ";"2018-04-25";"83899255";"20779830";"15918";"870772";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103437";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96636";"554523";"JUAN VALDEBENIT";"7289460-K           ";"PRIETO 840                                   ";"S15";"2";"0";"CTDO EFECTIVO  ";"Anula ";"CONFITES       ";"2018-04-25";"83899407";"20779835";"3120";"73868";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103438";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96636";"554523";"JUAN VALDEBENIT";"7289460-K           ";"PRIETO 840                                   ";"S15";"2";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-25";"83899406";"20779834";"8871";"1659";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103439";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96636";"554523";"JUAN VALDEBENIT";"7289460-K           ";"PRIETO 840                                   ";"S15";"2";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-25";"83899406";"20779834";"8871";"870270";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103440";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96650";"1384676";"LA PICA DEL MOT";"76778904-1          ";"ALMIRANTE LA TORRE 310                       ";"S32";"3";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-25";"83900525";"20779916";"23891";"870018";"1";"Soc.de Transp Valcar";"2018-04-25";"28-04-2018 a las 10:00"
"103441";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96650";"1384676";"LA PICA DEL MOT";"76778904-1          ";"ALMIRANTE LA TORRE 310                       ";"S32";"3";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-25";"83900525";"20779916";"23891";"870019";"1";"Soc.de Transp Valcar";"2018-04-25";"28-04-2018 a las 10:00"
"103442";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96650";"1384676";"LA PICA DEL MOT";"76778904-1          ";"ALMIRANTE LA TORRE 310                       ";"S32";"3";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-25";"83900525";"20779916";"23891";"870171";"1";"Soc.de Transp Valcar";"2018-04-25";"28-04-2018 a las 10:00"
"103443";"COMERCIAL CCU S";"9660 OF. LOS AN";"351";"Loc Cerrado PM ";"96650";"1384676";"LA PICA DEL MOT";"76778904-1          ";"ALMIRANTE LA TORRE 310                       ";"S32";"3";"0";"CTDO EFECTIVO  ";"Anula ";"NECTARES       ";"2018-04-25";"83900525";"20779916";"23891";"870790";"1";"Soc.de Transp Valcar";"2018-04-25";"28-04-2018 a las 10:00"
"103444";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96611";"554295";"DORILA AGUILERA";"6810716-4           ";"ERNESTO RIQUELME 255                         ";"S29";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-25";"83900390";"20779903";"9382";"1728";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103445";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96611";"554295";"DORILA AGUILERA";"6810716-4           ";"ERNESTO RIQUELME 255                         ";"S29";"2";"0";"CTDO EFECTIVO  ";"Anula ";"JUGO EN POLVO  ";"2018-04-25";"83900390";"20779903";"9382";"870731";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103446";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96613";"699836";"ISIDORO SALAZAR";"5586286-9           ";"GUSTAVO KROLL 316                            ";"S13";"1";"0";"CTDO EFECTIVO  ";"Anula ";"VINOS          ";"2018-04-25";"83899336";"20779831";"34276";"700558";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103447";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96613";"699836";"ISIDORO SALAZAR";"5586286-9           ";"GUSTAVO KROLL 316                            ";"S13";"1";"0";"CTDO EFECTIVO  ";"Anula ";"VINOS          ";"2018-04-25";"83899336";"20779831";"34276";"700561";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103448";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96615";"554750";"IRMA ESPINOZA E";"7821696-4           ";"MERCADO MUNICIPAL 0                          ";"S29";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-25";"83900396";"20779905";"12033";"1034";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103449";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96615";"554750";"IRMA ESPINOZA E";"7821696-4           ";"MERCADO MUNICIPAL 0                          ";"S29";"2";"0";"CTDO EFECTIVO  ";"Anula ";"GASEOSAS       ";"2018-04-25";"83900396";"20779905";"12033";"870017";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103450";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"554599";"MARIA POVEDA VA";"7455415-6           ";"LOS MANZANOS 261                             ";"S26";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-25";"83900232";"20779890";"18783";"1038";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103451";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"554599";"MARIA POVEDA VA";"7455415-6           ";"LOS MANZANOS 261                             ";"S26";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-25";"83900232";"20779890";"18783";"1840";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103452";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"554599";"MARIA POVEDA VA";"7455415-6           ";"LOS MANZANOS 261                             ";"S26";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-25";"83900232";"20779890";"18783";"1968";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103453";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"554599";"MARIA POVEDA VA";"7455415-6           ";"LOS MANZANOS 261                             ";"S26";"1";"0";"CHEQ FECHA PROD";"Anula ";"MINERALES      ";"2018-04-25";"83900233";"20779891";"27574";"4714";"5";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103454";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"554599";"MARIA POVEDA VA";"7455415-6           ";"LOS MANZANOS 261                             ";"S26";"1";"0";"CHEQ FECHA PROD";"Anula ";"MINERALES      ";"2018-04-25";"83900233";"20779891";"27574";"4715";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103455";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"554599";"MARIA POVEDA VA";"7455415-6           ";"LOS MANZANOS 261                             ";"S26";"1";"0";"CHEQ FECHA PROD";"Anula ";"MINERALES      ";"2018-04-25";"83900233";"20779891";"27574";"870662";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103456";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"554599";"MARIA POVEDA VA";"7455415-6           ";"LOS MANZANOS 261                             ";"S26";"1";"0";"CHEQ FECHA PROD";"Anula ";"MINERALES      ";"2018-04-25";"83900233";"20779891";"27574";"870799";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103457";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"554599";"MARIA POVEDA VA";"7455415-6           ";"LOS MANZANOS 261                             ";"S26";"1";"0";"CHEQ FECHA PROD";"Anula ";"VINOS          ";"2018-04-25";"83900234";"20779892";"53662";"700569";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103458";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"554599";"MARIA POVEDA VA";"7455415-6           ";"LOS MANZANOS 261                             ";"S26";"1";"0";"CHEQ FECHA PROD";"Anula ";"VINOS          ";"2018-04-25";"83900234";"20779892";"53662";"700570";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103459";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96646";"554599";"MARIA POVEDA VA";"7455415-6           ";"LOS MANZANOS 261                             ";"S26";"1";"0";"CHEQ FECHA PROD";"Anula ";"VINOS          ";"2018-04-25";"83900234";"20779892";"53662";"700574";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103460";"COMERCIAL CCU S";"9660 OF. LOS AN";"360";"Fuera Horario  ";"96644";"899847";"COMERCIAL Y EVE";"76666690-6          ";"AV LAS INDUSTRIAS KM 509 509                 ";"S25";"1";"0";"CHEQ FECHA PROD";"Anula ";"CERVEZAS       ";"2018-04-25";"83899954";"20779878";"118556";"7483";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103461";"COMERCIAL CCU S";"9660 OF. LOS AN";"360";"Fuera Horario  ";"96644";"899847";"COMERCIAL Y EVE";"76666690-6          ";"AV LAS INDUSTRIAS KM 509 509                 ";"S25";"1";"0";"CHEQ FECHA PROD";"Anula ";"CERVEZAS       ";"2018-04-25";"83899954";"20779878";"118556";"450112";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103462";"COMERCIAL CCU S";"9660 OF. LOS AN";"360";"Fuera Horario  ";"96644";"899847";"COMERCIAL Y EVE";"76666690-6          ";"AV LAS INDUSTRIAS KM 509 509                 ";"S25";"1";"0";"CHEQ FECHA PROD";"Anula ";"CERVEZAS       ";"2018-04-25";"83899954";"20779878";"118556";"450139";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103463";"COMERCIAL CCU S";"9660 OF. LOS AN";"360";"Fuera Horario  ";"96644";"899847";"COMERCIAL Y EVE";"76666690-6          ";"AV LAS INDUSTRIAS KM 509 509                 ";"S25";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-25";"83899953";"20779877";"50967";"816";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103464";"COMERCIAL CCU S";"9660 OF. LOS AN";"360";"Fuera Horario  ";"96644";"899847";"COMERCIAL Y EVE";"76666690-6          ";"AV LAS INDUSTRIAS KM 509 509                 ";"S25";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-25";"83899953";"20779877";"50967";"856";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103465";"COMERCIAL CCU S";"9660 OF. LOS AN";"360";"Fuera Horario  ";"96644";"899847";"COMERCIAL Y EVE";"76666690-6          ";"AV LAS INDUSTRIAS KM 509 509                 ";"S25";"1";"0";"CHEQ FECHA PROD";"Anula ";"GASEOSAS       ";"2018-04-25";"83899953";"20779877";"50967";"1062";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103466";"COMERCIAL CCU S";"9660 OF. LOS AN";"360";"Fuera Horario  ";"96644";"899847";"COMERCIAL Y EVE";"76666690-6          ";"AV LAS INDUSTRIAS KM 509 509                 ";"S25";"1";"0";"CHEQ FECHA PROD";"Anula ";"PISCO          ";"2018-04-25";"83899955";"20779879";"154814";"445225";"3";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103467";"COMERCIAL CCU S";"9660 OF. LOS AN";"360";"Fuera Horario  ";"96644";"899847";"COMERCIAL Y EVE";"76666690-6          ";"AV LAS INDUSTRIAS KM 509 509                 ";"S25";"1";"0";"CHEQ FECHA PROD";"Anula ";"VINOS          ";"2018-04-25";"83899956";"20779880";"34222";"700342";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103468";"COMERCIAL CCU S";"9660 OF. LOS AN";"360";"Fuera Horario  ";"96644";"899847";"COMERCIAL Y EVE";"76666690-6          ";"AV LAS INDUSTRIAS KM 509 509                 ";"S25";"1";"0";"CHEQ FECHA PROD";"Anula ";"WHISKY PR      ";"2018-04-25";"83899957";"20779881";"78506";"443021";"4";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103469";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96644";"1375554";"MIGUEL ANGEL ZE";"8247207-K           ";"VILLAGRAN 640 640                            ";"S01";"1";"0";"CTDO EFECTIVO  ";"Anula ";"WHISKY PR      ";"2018-04-25";"83899521";"20779844";"22570";"442281";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103470";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557590";"CENCOSUD RETAIL";"81201000-K          ";"VILLAGRAN 558                                ";"S22";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900430";"20779909";"54578";"4792";"10";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103471";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557590";"CENCOSUD RETAIL";"81201000-K          ";"VILLAGRAN 558                                ";"S22";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900434";"20779910";"37506";"935";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103472";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557590";"CENCOSUD RETAIL";"81201000-K          ";"VILLAGRAN 558                                ";"S22";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900434";"20779910";"37506";"1321";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103473";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557590";"CENCOSUD RETAIL";"81201000-K          ";"VILLAGRAN 558                                ";"S22";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900434";"20779910";"37506";"1667";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103474";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557590";"CENCOSUD RETAIL";"81201000-K          ";"VILLAGRAN 558                                ";"S22";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900434";"20779910";"37506";"4770";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103475";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557590";"CENCOSUD RETAIL";"81201000-K          ";"VILLAGRAN 558                                ";"S22";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900434";"20779910";"37506";"4785";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103476";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557590";"CENCOSUD RETAIL";"81201000-K          ";"VILLAGRAN 558                                ";"S25";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83858726";"20779825";"22044";"875138";"5";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103477";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557649";"WALMART CHILE  ";"76042014-K          ";"AV.PTE EDO FREI MONTALVA 8301                ";"S19";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900420";"20779908";"15035";"1327";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103478";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"709177";"RENDIC HNOS  S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S24";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900040";"20779882";"4409";"875138";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103479";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"722624";"CENCOSUD RETAIL";"81201000-K          ";"AVDA ERCILLA 190                             ";"S17";"2";"0";"CRED PROD      ";"Anula ";"GASEOSAS       ";"2018-04-25";"83899679";"20779864";"44089";"875138";"10";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103480";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"722624";"CENCOSUD RETAIL";"81201000-K          ";"AVDA ERCILLA 190                             ";"S17";"2";"0";"CRED PROD      ";"Rebaja";"CERVEZAS       ";"2018-04-25";"83899678";"20779863";"16381";"450585";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103481";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557586";"KUNCAR Y CIA. L";"81096600-9          ";"VILLAGRAN 790                                ";"S29";"1";"0";"CRED PROD      ";"Rebaja";"CERVEZAS       ";"2018-04-25";"83900329";"20779899";"12243";"450229";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103482";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557586";"KUNCAR Y CIA. L";"81096600-9          ";"VILLAGRAN 790                                ";"S29";"1";"0";"CRED PROD      ";"Rebaja";"ENERGETICA     ";"2018-04-25";"83900326";"20779898";"24529";"870698";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103483";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557586";"KUNCAR Y CIA. L";"81096600-9          ";"VILLAGRAN 790                                ";"S29";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900324";"20779896";"199134";"1822";"25";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103484";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557586";"KUNCAR Y CIA. L";"81096600-9          ";"VILLAGRAN 790                                ";"S29";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900324";"20779896";"199134";"1989";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103485";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557586";"KUNCAR Y CIA. L";"81096600-9          ";"VILLAGRAN 790                                ";"S29";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83900325";"20779897";"16298";"4770";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103486";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557591";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S15";"1";"0";"CRED PROD      ";"Rebaja";"CERVEZAS       ";"2018-04-25";"83899546";"20779847";"16381";"450585";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103487";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557591";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S15";"1";"0";"CRED PROD      ";"Rebaja";"PISCO          ";"2018-04-25";"83899547";"20779848";"37124";"445477";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103488";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857843";"20779817";"47412";"4766";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103489";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857843";"20779817";"47412";"4770";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103490";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857843";"20779817";"47412";"4785";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103491";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857843";"20779817";"47412";"870375";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103492";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857843";"20779817";"47412";"870376";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103493";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857843";"20779817";"47412";"870690";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103494";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857845";"20779818";"15995";"4765";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103495";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857845";"20779818";"15995";"870326";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103496";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857847";"20779819";"15444";"870208";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103497";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857847";"20779819";"15444";"870218";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103498";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857848";"20779820";"39835";"4767";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103499";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857848";"20779820";"39835";"870174";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103500";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857848";"20779820";"39835";"870181";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103501";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857848";"20779820";"39835";"870717";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103502";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857848";"20779820";"39835";"870795";"1";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103503";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857850";"20779821";"31954";"1014";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
"103504";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557594";"RENDIC HNOS. S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S06";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-25";"83857850";"20779821";"31954";"1510";"2";"Integra";"2018-04-25";"28-04-2018 a las 10:00"
